SrcAddr,DstAddr,Proto,Sport,Dport,State,sTos,dTos,SrcWin,DstWin,sHops,dHops,StartTime,LastTime,sTtl,dTtl,TcpRtt,SynAck,AckDat,SrcPkts,DstPkts,SrcBytes,DstBytes,SAppBytes,DAppBytes,Dur,TotPkts,TotBytes,TotAppByte,Rate,SrcRate,DstRate,Label
147.32.84.170,209.85.148.99,tcp,55089,80,FIN,0,0,14720,5696,1,11,2011/08/18 15:39:39.891635,2011/08/18 15:39:39.910146,63,53,0.009090,0.008950,0.000140,4,3,272,206,0,0,0.018511,7,478,0,324.131622,162.065811,212.449539,flow=From-Normal-V52-Stribrek

147.32.84.170,74.125.39.125,tcp,43527,5222,CON,0,0,501,1002,1,15,2011/08/18 15:39:42.169277,2011/08/18 15:55:27.334699,63,49,0.000000,0.000000,0.000000,25,25,2135,1910,485,260,945.165405,50,4045,745,0.051843,0.025393,0.025393,flow=From-Normal-V52-Stribrek

147.32.84.134,74.125.232.216,tcp,51641,443,CON,0,0,791,1002,1,9,2011/08/18 15:39:44.639199,2011/08/18 15:55:38.917482,63,55,0.000000,0.000000,0.000000,98,96,23592,22465,17124,16117,954.278259,194,46057,33241,0.202247,0.101648,0.099553,flow=From-Normal-V52-Jist

147.32.84.170,209.85.148.106,tcp,50057,443,FIN,0,0,252,771,1,9,2011/08/18 15:39:45.049274,2011/08/18 15:39:59.502882,63,55,0.000000,0.000000,0.000000,4,5,264,428,0,98,14.453608,9,692,98,0.553495,0.207686,0.276917,flow=From-Normal-V52-Stribrek

147.32.84.170,74.125.232.199,tcp,51404,80,FIN,0,0,590,490,1,9,2011/08/18 15:39:45.529239,2011/08/18 15:43:02.114141,63,55,0.000000,0.000000,0.000000,7,7,462,462,0,0,196.584900,14,924,0,0.066129,0.030522,0.030522,flow=From-Normal-V52-Stribrek

147.32.80.9,147.32.86.122,udp,53,40206,INT,0,,,,1,,2011/08/18 15:39:48.664894,2011/08/18 15:39:48.665207,63,,0.000000,0.000000,0.000000,1,0,225,0,183,0,0.000313,1,225,183,0.000000,0.000000,0.000000,flow=From-Normal-V52-UDP-CVUT-DNS-Server

147.32.84.170,147.32.80.9,udp,54491,53,CON,0,0,,,1,1,2011/08/18 15:39:49.889444,2011/08/18 15:39:49.889791,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000347,2,400,316,2881.844482,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,46364,53,CON,0,0,,,1,1,2011/08/18 15:39:49.890397,2011/08/18 15:39:49.890669,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000272,2,400,316,3676.470459,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.147,tcp,38056,80,FIN,0,0,14720,363008,1,11,2011/08/18 15:39:49.891362,2011/08/18 15:39:49.909575,63,53,0.009055,0.008940,0.000115,4,2,272,140,0,0,0.018213,6,412,0,274.529175,164.717514,109.051247,flow=From-Normal-V52-Stribrek

147.32.84.170,64.12.73.133,tcp,33845,443,CON,0,0,19024,16384,1,23,2011/08/18 15:39:51.482597,2011/08/18 15:55:21.604678,63,105,0.000000,0.000000,0.000000,20,20,1200,1200,120,0,930.122070,40,2400,120,0.041930,0.020430,0.020430,flow=From-Normal-V52-Stribrek

147.32.84.170,205.188.11.14,tcp,54939,443,CON,0,0,63920,16384,1,23,2011/08/18 15:39:51.482652,2011/08/18 15:55:21.603678,63,105,0.000000,0.000000,0.000000,39,43,2356,13198,142,10750,930.121033,82,15554,10892,0.087085,0.040860,0.045161,flow=From-Normal-V52-Stribrek

147.32.86.96,82.208.56.89,udp,43104,123,CON,0,0,,,1,9,2011/08/18 15:39:52.055985,2011/08/18 15:55:41.296197,63,55,0.000000,0.000000,0.000000,35,35,3150,3150,1680,1680,949.240234,70,6300,3360,0.072690,0.035818,0.035818,flow=To-Normal-V52-UDP-NTP-server

147.32.84.59,82.208.56.89,udp,202,123,CON,0,0,,,2,9,2011/08/18 15:39:56.441050,2011/08/18 15:55:18.450858,62,55,0.000000,0.000000,0.000000,15,15,1350,1350,720,720,922.009827,30,2700,1440,0.031453,0.015184,0.015184,flow=To-Normal-V52-UDP-NTP-server

147.32.84.170,147.32.80.9,udp,47915,53,CON,0,0,,,1,1,2011/08/18 15:39:59.889440,2011/08/18 15:39:59.889866,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000426,2,400,316,2347.417725,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,54634,53,CON,0,0,,,1,1,2011/08/18 15:39:59.890391,2011/08/18 15:39:59.890683,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000292,2,400,316,3424.657471,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.103,tcp,42716,80,FIN,0,0,14720,363008,1,11,2011/08/18 15:39:59.891416,2011/08/18 15:39:59.909738,63,53,0.009050,0.008933,0.000117,4,2,272,140,0,0,0.018322,6,412,0,272.895966,163.737579,108.096420,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,52442,53,CON,0,0,,,1,1,2011/08/18 15:40:00.533225,2011/08/18 15:40:00.533514,63,63,0.000000,0.000000,0.000000,1,1,81,163,39,121,0.000289,2,244,160,3460.207764,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,35633,53,CON,0,0,,,1,1,2011/08/18 15:40:00.534020,2011/08/18 15:40:00.534353,63,63,0.000000,0.000000,0.000000,1,1,81,199,39,157,0.000333,2,280,196,3003.002930,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,195.24.233.55,tcp,57623,80,FIN,0,0,15744,7168,1,11,2011/08/18 15:40:00.535389,2011/08/18 15:40:00.811777,63,53,0.024592,0.024475,0.000117,5,5,549,670,211,332,0.276388,10,1219,543,32.562920,15.880453,15.878497,flow=From-Normal-V52-Stribrek

147.32.84.164,74.125.39.125,tcp,42881,5222,CON,0,0,501,491,1,15,2011/08/18 15:40:03.098648,2011/08/18 15:55:03.114574,63,49,0.000000,0.000000,0.000000,52,46,7105,18719,3673,15683,900.015930,98,25824,19356,0.107776,0.056666,0.050000,flow=From-Normal-V52-Grill

147.32.84.170,209.85.149.116,tcp,52810,80,FIN,0,0,5288,109,1,12,2011/08/18 15:40:08.729330,2011/08/18 15:42:42.128067,63,52,0.000000,0.000000,0.000000,6,6,396,396,0,0,153.398743,12,792,0,0.071709,0.032600,0.032600,flow=From-Normal-V52-Stribrek

147.32.84.25,82.208.56.89,udp,46724,123,CON,0,0,,,1,9,2011/08/18 15:40:08.781373,2011/08/18 15:54:10.709760,63,55,0.000000,0.000000,0.000000,14,14,1260,1260,672,672,841.928406,28,2520,1344,0.032069,0.015441,0.015441,flow=To-Normal-V52-UDP-NTP-server

147.32.84.170,147.32.80.9,udp,55841,53,CON,0,0,,,1,1,2011/08/18 15:40:09.889319,2011/08/18 15:40:09.889739,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000420,2,400,316,2380.952393,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,55743,53,CON,0,0,,,1,1,2011/08/18 15:40:09.890108,2011/08/18 15:40:09.890470,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000362,2,400,316,2762.430908,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.147,tcp,38059,80,FIN,0,0,14720,5696,1,11,2011/08/18 15:40:09.890904,2011/08/18 15:40:09.908965,63,53,0.008994,0.008913,0.000081,4,3,272,206,0,0,0.018061,7,478,0,332.207489,166.103745,220.945648,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,51643,53,CON,0,0,,,1,1,2011/08/18 15:40:11.366020,2011/08/18 15:40:11.366325,63,63,0.000000,0.000000,0.000000,1,1,85,166,43,124,0.000305,2,251,167,3278.688477,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,37964,53,CON,0,0,,,1,1,2011/08/18 15:40:11.366750,2011/08/18 15:40:11.366936,63,63,0.000000,0.000000,0.000000,1,1,85,166,43,124,0.000186,2,251,167,5376.343750,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,40736,53,CON,0,0,,,1,1,2011/08/18 15:40:11.367389,2011/08/18 15:40:11.367798,63,63,0.000000,0.000000,0.000000,1,1,85,305,43,263,0.000409,2,390,306,2444.987793,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,50.17.203.200,tcp,35520,81,FIN,0,0,15744,6912,1,18,2011/08/18 15:40:11.368578,2011/08/18 15:42:12.223559,63,46,0.121474,0.121366,0.000108,9,8,1122,666,520,130,120.854980,17,1788,650,0.132390,0.066262,0.057979,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,38046,53,CON,0,0,,,1,1,2011/08/18 15:40:19.889392,2011/08/18 15:40:19.889696,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000304,2,400,316,3289.473877,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,58551,53,CON,0,0,,,1,1,2011/08/18 15:40:19.890213,2011/08/18 15:40:19.890613,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000400,2,400,316,2500.000000,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.105,tcp,58514,80,FIN,0,0,14720,363008,1,9,2011/08/18 15:40:19.891349,2011/08/18 15:40:19.909510,63,55,0.008865,0.008776,0.000089,4,2,272,140,0,0,0.018161,6,412,0,275.315216,165.189133,108.084740,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,51821,53,CON,0,0,,,1,1,2011/08/18 15:40:29.889504,2011/08/18 15:40:29.889836,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000332,2,400,316,3012.048340,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,49900,53,CON,0,0,,,1,1,2011/08/18 15:40:29.890349,2011/08/18 15:40:29.890688,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000339,2,400,316,2949.852539,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.106,tcp,42933,80,FIN,0,0,14720,363008,1,11,2011/08/18 15:40:29.891441,2011/08/18 15:40:29.909982,63,53,0.009192,0.009062,0.000130,4,2,272,140,0,0,0.018541,6,412,0,269.672607,161.803558,106.598442,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,48338,53,CON,0,0,,,1,1,2011/08/18 15:40:31.541430,2011/08/18 15:40:31.541617,63,63,0.000000,0.000000,0.000000,1,1,81,163,39,121,0.000187,2,244,160,5347.593750,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,42215,53,CON,0,0,,,1,1,2011/08/18 15:40:31.541970,2011/08/18 15:40:31.542247,63,63,0.000000,0.000000,0.000000,1,1,81,199,39,157,0.000277,2,280,196,3610.108154,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,195.24.233.55,tcp,57628,80,FIN,0,0,15744,7168,1,11,2011/08/18 15:40:31.543258,2011/08/18 15:40:31.774800,63,53,0.024623,0.024495,0.000128,5,5,549,670,211,332,0.231542,10,1219,543,38.869839,19.334131,19.319284,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,49270,53,CON,0,0,,,1,1,2011/08/18 15:40:39.889378,2011/08/18 15:40:39.997388,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.108010,2,400,316,9.258402,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,47949,53,CON,0,0,,,1,1,2011/08/18 15:40:39.997773,2011/08/18 15:40:39.998211,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000438,2,400,316,2283.104980,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.103,tcp,42723,80,FIN,0,0,14720,5696,1,11,2011/08/18 15:40:39.998723,2011/08/18 15:40:40.016973,63,53,0.008955,0.008835,0.000120,4,3,272,206,0,0,0.018250,7,478,0,328.767120,164.383560,214.086929,flow=From-Normal-V52-Stribrek

147.32.84.8,82.208.56.89,udp,60276,123,CON,0,0,,,1,9,2011/08/18 15:40:42.325538,2011/08/18 15:53:49.100309,63,55,0.000000,0.000000,0.000000,7,7,630,630,336,336,786.774780,14,1260,672,0.016523,0.007626,0.007626,flow=To-Normal-V52-UDP-NTP-server

147.32.84.170,147.32.80.9,udp,43455,53,CON,0,0,,,1,1,2011/08/18 15:40:49.889562,2011/08/18 15:40:49.889945,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000383,2,400,316,2610.966064,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,34247,53,CON,0,0,,,1,1,2011/08/18 15:40:49.890433,2011/08/18 15:40:49.890911,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000478,2,400,316,2092.050293,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.103,tcp,42724,80,FIN,0,0,14720,363008,1,9,2011/08/18 15:40:49.891667,2011/08/18 15:40:49.910061,63,55,0.008879,0.008783,0.000096,4,2,272,140,0,0,0.018394,6,412,0,271.827759,163.096649,105.086174,flow=From-Normal-V52-Stribrek

147.32.84.13,82.208.56.89,udp,46126,123,CON,0,0,,,1,9,2011/08/18 15:40:50.441316,2011/08/18 15:53:53.259237,63,55,0.000000,0.000000,0.000000,7,7,630,630,336,336,782.817932,14,1260,672,0.016607,0.007665,0.007665,flow=To-Normal-V52-UDP-NTP-server

147.32.84.170,147.32.80.9,udp,45959,53,CON,0,0,,,1,1,2011/08/18 15:40:59.889643,2011/08/18 15:40:59.890000,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000357,2,400,316,2801.120361,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,58567,53,CON,0,0,,,1,1,2011/08/18 15:40:59.890379,2011/08/18 15:40:59.890700,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000321,2,400,316,3115.264893,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.147,tcp,38066,80,FIN,0,0,14720,363008,1,9,2011/08/18 15:40:59.891182,2011/08/18 15:40:59.908719,63,55,0.008665,0.008550,0.000115,4,2,272,140,0,0,0.017537,6,412,0,285.111481,171.066895,112.397438,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,34107,53,CON,0,0,,,1,1,2011/08/18 15:41:02.543186,2011/08/18 15:41:02.544068,63,63,0.000000,0.000000,0.000000,1,1,81,163,39,121,0.000882,2,244,160,1133.786865,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,49785,53,CON,0,0,,,1,1,2011/08/18 15:41:02.544723,2011/08/18 15:41:02.545154,63,63,0.000000,0.000000,0.000000,1,1,81,199,39,157,0.000431,2,280,196,2320.185547,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,195.24.233.55,tcp,57632,80,FIN,0,0,15744,7168,1,11,2011/08/18 15:41:02.546513,2011/08/18 15:41:02.771840,63,53,0.024464,0.024459,0.000005,5,5,549,670,211,332,0.225327,10,1219,543,39.941952,19.927166,19.913576,flow=From-Normal-V52-Stribrek

147.32.84.118,74.125.108.199,tcp,2050,80,RST,0,0,17395,14600,2,12,2011/08/18 15:41:04.442286,2011/08/18 15:42:28.556286,126,52,0.016144,0.015673,0.000471,8,6,3790,481,3326,125,84.113998,14,4271,3451,0.154552,0.083236,0.059454,flow=Normal-V52-HTTP-windowsupdate

147.32.84.170,147.32.80.9,udp,33832,53,CON,0,0,,,1,1,2011/08/18 15:41:09.889389,2011/08/18 15:41:09.889922,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000533,2,400,316,1876.172607,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,44208,53,CON,0,0,,,1,1,2011/08/18 15:41:09.890461,2011/08/18 15:41:09.890883,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000422,2,400,316,2369.668213,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.103,tcp,42727,80,FIN,0,0,14720,363008,1,9,2011/08/18 15:41:09.891644,2011/08/18 15:41:09.909943,63,55,0.009186,0.009119,0.000067,4,2,272,140,0,0,0.018299,6,412,0,273.238983,163.943375,109.098839,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,58326,53,CON,0,0,,,1,1,2011/08/18 15:41:19.889691,2011/08/18 15:41:19.889951,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000260,2,400,316,3846.153809,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,40947,53,CON,0,0,,,1,1,2011/08/18 15:41:19.890471,2011/08/18 15:41:19.890924,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000453,2,400,316,2207.505615,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.99,tcp,55103,80,FIN,0,0,14720,363008,1,9,2011/08/18 15:41:19.891645,2011/08/18 15:41:19.909680,63,55,0.008869,0.008751,0.000118,4,2,272,140,0,0,0.018035,6,412,0,277.238708,166.343216,107.874863,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,44956,53,CON,0,0,,,1,1,2011/08/18 15:41:29.889773,2011/08/18 15:41:29.890072,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000299,2,400,316,3344.481445,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,60715,53,CON,0,0,,,1,1,2011/08/18 15:41:29.890548,2011/08/18 15:41:29.890846,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000298,2,400,316,3355.704590,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.103,tcp,42729,80,FIN,0,0,14720,363008,1,11,2011/08/18 15:41:29.891607,2011/08/18 15:41:29.912181,63,53,0.010865,0.010749,0.000116,4,2,272,140,0,0,0.020574,6,412,0,243.025177,145.815109,102.827766,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,56316,53,CON,0,0,,,1,1,2011/08/18 15:41:33.541536,2011/08/18 15:41:33.541757,63,63,0.000000,0.000000,0.000000,1,1,81,163,39,121,0.000221,2,244,160,4524.887207,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,52061,53,CON,0,0,,,1,1,2011/08/18 15:41:33.542335,2011/08/18 15:41:33.542656,63,63,0.000000,0.000000,0.000000,1,1,81,199,39,157,0.000321,2,280,196,3115.264893,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,195.24.233.55,tcp,57636,80,FIN,0,0,15744,7168,1,11,2011/08/18 15:41:33.544462,2011/08/18 15:41:33.765985,63,53,0.024907,0.024787,0.000120,5,5,549,669,211,331,0.221523,10,1218,542,40.627834,20.320246,20.331816,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,57753,53,CON,0,0,,,1,1,2011/08/18 15:41:39.889670,2011/08/18 15:41:39.890107,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000437,2,400,316,2288.329590,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,50328,53,CON,0,0,,,1,1,2011/08/18 15:41:39.890640,2011/08/18 15:41:39.891034,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000394,2,400,316,2538.071045,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.147,tcp,38072,80,FIN,0,0,14720,363008,1,9,2011/08/18 15:41:39.891774,2011/08/18 15:41:39.910127,63,55,0.009148,0.008955,0.000193,4,2,272,140,0,0,0.018353,6,412,0,272.435028,163.461014,107.758621,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,54458,53,CON,0,0,,,1,1,2011/08/18 15:41:49.889798,2011/08/18 15:41:49.890191,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000393,2,400,316,2544.529297,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,50389,53,CON,0,0,,,1,1,2011/08/18 15:41:49.890862,2011/08/18 15:41:49.891318,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000456,2,400,316,2192.982422,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.105,tcp,58526,80,FIN,0,0,14720,363008,1,11,2011/08/18 15:41:49.892049,2011/08/18 15:41:49.910277,63,53,0.009132,0.009012,0.000120,4,2,272,140,0,0,0.018228,6,412,0,274.303284,164.581955,109.805641,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,33588,53,CON,0,0,,,1,1,2011/08/18 15:41:59.800393,2011/08/18 15:41:59.800630,63,63,0.000000,0.000000,0.000000,1,1,74,144,32,102,0.000237,2,218,134,4219.409180,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,43835,53,CON,0,0,,,1,1,2011/08/18 15:41:59.801107,2011/08/18 15:41:59.801497,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000390,2,400,316,2564.102539,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.99,tcp,57680,443,FIN,0,0,30592,54976,1,9,2011/08/18 15:41:59.802152,2011/08/18 15:49:59.748272,63,55,0.009097,0.008964,0.000133,48,51,26450,10095,23274,6709,479.946106,99,36545,29983,0.204190,0.097930,0.104180,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,36250,53,CON,0,0,,,1,1,2011/08/18 15:41:59.889775,2011/08/18 15:41:59.890066,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000291,2,400,316,3436.426025,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,35405,53,CON,0,0,,,1,1,2011/08/18 15:41:59.890539,2011/08/18 15:41:59.890842,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000303,2,400,316,3300.329834,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.104,tcp,49187,80,FIN,0,0,14720,363008,1,9,2011/08/18 15:41:59.891589,2011/08/18 15:41:59.909658,63,55,0.008855,0.008687,0.000168,4,2,272,140,0,0,0.018069,6,412,0,276.717010,166.030212,108.084740,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,47313,53,CON,0,0,,,1,1,2011/08/18 15:42:04.546334,2011/08/18 15:42:04.546625,63,63,0.000000,0.000000,0.000000,1,1,81,163,39,121,0.000291,2,244,160,3436.426025,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,41877,53,CON,0,0,,,1,1,2011/08/18 15:42:04.547192,2011/08/18 15:42:04.547454,63,63,0.000000,0.000000,0.000000,1,1,81,199,39,157,0.000262,2,280,196,3816.794189,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,195.24.233.55,tcp,57641,80,FIN,0,0,15744,7168,1,11,2011/08/18 15:42:04.549455,2011/08/18 15:42:04.857761,63,53,0.024725,0.024571,0.000154,5,5,549,670,211,332,0.308306,10,1219,543,29.191776,14.096866,14.097661,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,35691,53,CON,0,0,,,1,1,2011/08/18 15:42:09.889813,2011/08/18 15:42:09.890160,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000347,2,400,316,2881.844482,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,147.32.80.9,udp,42220,53,CON,0,0,,,1,1,2011/08/18 15:42:09.890644,2011/08/18 15:42:09.890914,63,63,0.000000,0.000000,0.000000,1,1,74,326,32,284,0.000270,2,400,316,3703.703857,0.000000,0.000000,flow=From-Normal-V52-Stribrek

147.32.84.170,209.85.148.106,tcp,42948,80,FIN,0,0,14720,5696,1,11,2011/08/18 15:42:09.891660,2011/08/18 15:42:09.910599,63,53,0.009207,0.009140,0.000067,4,3,272,206,0,0,0.018939,7,478,0,316.806610,158.403305,204.206665,flow=From-Normal-V52-Stribrek

